renderedContent,pre_processed,label_sentiment,probability_sentiment,label_emotion,probability_emotion,label_irony,probability_irony,
"I wish I had someone to talk to about my depression , I hate getting into deep thoughts and feelings . I hate feeling sad and miserable, but ian trippin I been thuggin it out for some years Na ..",wish someone talk depression hate getting deep thoughts feelings hate feeling sad miserable ian trippin thuggin years,negative,0.96414274,sadness,0.968843937,non_irony,0.928589106,
The guy responsible for my current state of anguish and depression is getting a high five from the Queen. The world can fuckity bye bye atm. I hate it.,guy responsible current state anguish depression getting high five queen world fuckity bye bye atm hate,negative,0.963150203,anger,0.870330393,non_irony,0.5818066,
"Thanks for all your comments. I think that depression caused by my health issues is not helping matters. I’m struggling to find positives with anything to be honest. I hate feeling like this, but when you are in pain all over, feel weak and have no energy, it’s hard to be upbeat.",thanks comments think depression caused health issues helping matters struggling find positives anything honest hate feeling like pain feel weak energy hard upbeat,negative,0.789772809,sadness,0.976702273,non_irony,0.651415586,
"If things couldn't get worse, I fell back into depression, and started mounting hate once again. 

With all my bottled up anger, I bursted at the wrong person, at the wrong time.",things get worse fell back depression started mounting hate bottled anger bursted wrong person wrong time,negative,0.968174994,anger,0.534932256,non_irony,0.912352979,
"I honestly kind of hate the end of the year - I have sunk so hard into a depression during this time consistently &amp; start to question so much around music, being an artist, &amp; what I want in my life. Trying to be positive, it just gets hard during this time of year.",honestly kind hate end year sunk hard depression time consistently amp start question much around music artist amp want life trying positive gets hard time year,negative,0.779190719,sadness,0.978440285,non_irony,0.908417463,
"It’s not even 9 AM yet and I already feel like crying for no reason. I hate depression. at least I’m going out today so that’s a nice distraction, but I hate the fact that I need a distraction just to get through my day without crying. that’s not normal :/",even yet already feel like crying reason hate depression least going today thats nice distraction hate fact need distraction get day without crying thats normal,negative,0.60612154,sadness,0.97665453,irony,0.676366329,
"This evening has been rough, and I may hate my life at the moment but I know I wont hate my life when I wake up, because it's not my life that is bad, it's just depression",evening rough may hate life moment know wont hate life wake life bad depression,negative,0.751909494,sadness,0.976665974,non_irony,0.848076284,
"what if i drastically changed my appearance bc i don't know how to deal with my depression or any negative feelings and hate how i look,,, just kidding,,,, unless?",drastically changed appearance know deal depression negative feelings hate look kidding unless,negative,0.738351047,sadness,0.971260786,non_irony,0.692799747,
Depression is just here... kicking my butt... making me hate everything I’ve worked my ass off for. This shit is so exhausting.,depression kicking butt making hate everything ive worked ass shit exhausting,negative,0.978060126,sadness,0.800754905,non_irony,0.587371767,
But depression you can’t get over it. I’m stuck with it. But I been dealing with it on my own and to myself since I was in elementary school tbh. Even more so since I had kids. I hate how this stuff makes a person feel down and out about their self at times smh I hate it,depression cant get stuck dealing since elementary school tbh even since kids hate stuff makes person feel self times smh hate,negative,0.962781906,sadness,0.654304385,non_irony,0.647951186,
I hate that someone I've known for about a year and a half is now trashtalking my friends and I behind the scenes and is pulling the depression card,hate someone known year half trashtalking friends behind scenes pulling depression card,negative,0.951566339,anger,0.917277515,irony,0.677584112,
"@LDDraws Environmental or not, depression is depression. Medication treats depression, not specifically non-environmental depression. Trust me, I live in a place I absolutely hate, but my meds help me cope while I work my way towards leaving.",environmental depression depression medication treats depression specifically non environmental depression trust live place absolutely hate meds help cope work way towards leaving,neutral,0.458870471,sadness,0.976499259,irony,0.643365443,
"@TempleDrake00 They're very bad and I hate them. Plus winter cranks up my depression, so I get a nice twofer.",bad hate plus winter cranks depression get nice twofer,negative,0.745567501,sadness,0.891343832,non_irony,0.700408041,
i hate when ppl ask me what i like to do in my free time like i spent my formative years drowning in untreated depression unable to do or care about anything &amp; now i have no hobbies or interests and feel like it's too late to start &amp; wouldn't even know where to begin!!!,hate ppl ask like free time like spent formative years drowning untreated depression unable care anything amp hobbies interests feel like late start amp even know begin,negative,0.909778416,sadness,0.849266231,non_irony,0.903805852,
My depression is getting worse. I see that now. I feel so guilty and miserable. Like I’m just a burden for everyone around me. I know it’s not my fault for being sick but that doesn’t make it better. It’s no one else’s fault either. I hate asking more from people,depression getting worse see feel guilty miserable like burden everyone around know fault sick doesnt make better one elses fault either hate asking people,negative,0.974345982,sadness,0.959293902,non_irony,0.736374795,
"I hate when men at work say things like “cheer up, it’s Friday” or “oh come on, it’s not that bad” unprompted. 
1) no one asked you
2) I have depression 
3) this is just my fucking face",hate men work say things like cheer friday come bad unprompted one asked depression fucking face,negative,0.95364511,anger,0.913784623,irony,0.568599522,
Why do so many creative people suffer from depression? Damn I hate these moments. I need something to occupy my mind.,many creative people suffer depression damn hate moments need something occupy mind,negative,0.882242799,sadness,0.974268615,non_irony,0.685429811,
"@Profite97832142 @SmartAl33740225 Never called myself a victim. I can't control how I handle hate sometimes. I have clinical depression, and I'm not giving up, just stepping aside. Thanks for putting words in my mouth, you're truly helping.",never called victim control handle hate sometimes clinical depression giving stepping aside thanks putting words mouth truly helping,neutral,0.47264865,sadness,0.824266076,irony,0.705479324,
"Hey guys. My depression is in full gear right now. I hate to ask, but can I get a little love tonight?   I’m struggling something fierce",hey guys depression full gear right hate ask get little love tonight struggling something fierce,negative,0.793097019,sadness,0.981431067,non_irony,0.821591556,
My job keeps me sane as much as I hate working imagine not having to do something I would die of depression,job keeps sane much hate working imagine something would die depression,negative,0.785285532,sadness,0.970654309,irony,0.7560969,
"ok so i’m already dealing with a lot of fucking depression, anxiety, loneliness, and a break up and on top of that, my skin wants to hate me rn and fucking breakout",already dealing lot fucking depression anxiety loneliness break top skin wants hate fucking breakout,negative,0.970579565,sadness,0.900837004,non_irony,0.87478596,
"Dont mind me... I'll just be laying on my floor with my old feelings of loneliness again. Just try not to step on me....
All because my stupid fucking past decided to come back out of nowhere today... I really fucking hate my past... 
Abandonment, getting bullied, depression.....",dont mind laying floor old feelings loneliness try step stupid fucking past decided come back nowhere today really fucking hate past abandonment getting bullied depression,negative,0.975849211,sadness,0.596782863,non_irony,0.884034812,
I been happy lately but I can feel my depression coming back and I hate that I been pretty happy lately I don’t want it to end yet🙏,happy lately feel depression coming back hate pretty happy lately dont want end yet,positive,0.575271845,sadness,0.978825271,non_irony,0.819348633,
"the fun in having depression and ADD is going from ""i must keep messaging my friend minute-by-minute updates about this thing that excites me"" to ""they haven't replied in ten minutes they hate me i will leave them alone for two days"" about five times a day",fun depression add going must keep messaging friend minute minute updates thing excites replied ten minutes hate leave alone two days five times day,neutral,0.440953583,sadness,0.964259982,non_irony,0.570483863,
I hate not being in control with my depression. I wake up and just feel it pulling me in and just destroying all the walls I’ve built. I really hate not being able to achieve anything by being in this home still. I hate feeling alone. Fuck these inescapable feelings. https://t.co/J1RvXuIKZx,hate control depression wake feel pulling destroying walls ive built really hate able achieve anything home still hate feeling alone fuck inescapable feelings,negative,0.973591745,sadness,0.928487837,non_irony,0.841379404,
"What I hate about Christmas is that it's kinda disappointing always, but when I acknowledge that then all the anxiety/depression voices in my head start up about how I'm an ungrateful monster who deserves to be disappointed.",hate christmas kinda disappointing always acknowledge anxiety depression voices head start ungrateful monster deserves disappointed,negative,0.979515851,sadness,0.790748715,non_irony,0.832660675,
"@Jainiand2cats @jwjwtw1997 I just hate to hear myself ask the question as if meds are the ""cure all"" for every problem. I don't ever want her to think I am minimizing her depression, by asking her the question. I dont have depression, but I certainly forget my meds every now and then.",hate hear ask question meds cure every problem ever want think minimizing depression asking question dont depression certainly forget meds every,neutral,0.485332161,sadness,0.946848035,irony,0.562311769,
"@Jainiand2cats @jwjwtw1997 My wife takes meds for depression. I can tell when she starts to spiral downward. My first response is to listen and then my second response is to ask if she has taken her meds. The answer is always No. I hate to sound patronizing, but forgetting her meds is part of the problem.",wife takes meds depression tell starts spiral downward first response listen second response ask taken meds answer always hate sound patronizing forgetting meds part problem,negative,0.818808198,sadness,0.754007339,non_irony,0.685802519,
"Because of this my streaming has been spotty the past few months and I hate it. I love streaming and the fact that depression ad anxiety have stolen that joy from me, however briefly, fills me with such anger and resolve.",streaming spotty past months hate love streaming fact depression anxiety stolen joy however briefly fills anger resolve,negative,0.604943752,sadness,0.960935414,non_irony,0.512178957,
No i hate new years because it reminds me of the passing of time and mortality and increases my depression by 100x for a single night forcing it all to come out at once as soon as the pretty fireworks make me tear up twitter.com/bottleswithyou…,hate new years reminds passing time mortality increases depression single night forcing come soon pretty fireworks make tear,negative,0.829271972,sadness,0.968845069,irony,0.543812633,
"my depression: hey you should kys 
me: omg you’re right 
my anxiety: no!! everyone’s gonna hate you if you do and can you imagine living in this constant black void all alone. plus bold of you to assume anyone would show up to your funeral stupid b!tch lol",depression hey kys omg youre right anxiety everyones gonna hate imagine living constant black void alone plus bold assume anyone would show funeral stupid tch lol,negative,0.916984558,sadness,0.92378968,non_irony,0.687961578,
I hate when I get way into my old self.... it’s just depression and anxiety.,hate get way old self depression anxiety,negative,0.962219477,sadness,0.971849382,non_irony,0.550995648,
I owe the tl some depression i hate my life.,owe depression hate life,negative,0.968384624,sadness,0.944087803,irony,0.583342195,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
"I’ve done so good at coming out of my depression. Now I feel everyone’s bad energy if they aren’t in a good mood. I hate to do it, but I got to distance myself immediately.",ive done good coming depression feel everyones bad energy arent good mood hate got distance immediately,negative,0.760908902,sadness,0.884607673,non_irony,0.636132479,
I HATE having Iron devencaly. Like it ruins my day and I can’t enjoy my day and I end up extremely depressed and end up sleeping most of the day away.   My depression is getting worst and my axaity is so high that I can’t breath.,hate iron devencaly like ruins day cant enjoy day end extremely depressed end sleeping day away depression getting worst axaity high cant breath,negative,0.981222093,sadness,0.947134972,non_irony,0.893574059,
hate that i keep forgetting my grandma exists. Depression zCauses Memory Loss,hate keep forgetting grandma exists depression zcauses memory loss,negative,0.957871437,sadness,0.978505611,irony,0.557843983,
I hate that both my insurance company and now one of the makers of my medication are sending me fucking newsletters to “help” my depression. “Did you know that making social connections can help you fight depression?”,hate insurance company one makers medication sending fucking newsletters help depression know making social connections help fight depression,negative,0.820785344,sadness,0.600264251,irony,0.950700164,
"@trishayoung6741 @Blunts_bestpal Being treat medically/chemically for depression, I know how hard smiling can be. 
But I’d hate to feel my low mood was causing others to feel the same way.",treat medically chemically depression know hard smiling hate feel low mood causing others feel way,negative,0.758948982,sadness,0.97524333,non_irony,0.543096602,
Every goddamn vacation my depression hits so hard its painful and idk what to do with myself and i cant do anything at all even if i want to i hate this so much,every goddamn vacation depression hits hard painful idk cant anything even want hate much,negative,0.974078417,sadness,0.959305108,non_irony,0.889902115,
"I went on a vacation to clear my mind, I'm back home and I've cried several times already because my depression is kicking right back in. I hate this place, I hate it's energy!",went vacation clear mind back home cried several times already depression kicking right back hate place hate energy,negative,0.917818964,sadness,0.882618725,non_irony,0.705487072,
seasonal depression is fun when u get most depressed in summer and winter. summer cuz clothes and my bday ig and winter cuz of the holidays where its eating and wearing dresses and all. i hate these seasons,seasonal depression fun get depressed summer winter summer cuz clothes bday winter cuz holidays eating wearing dresses hate seasons,negative,0.789666831,sadness,0.954670191,irony,0.809625387,
I feel so awful and idk if it’s just my regular seasonal depression but it’s like. This program has made me hate school ndjdj,feel awful idk regular seasonal depression like program made hate school ndjdj,negative,0.972622693,sadness,0.967289031,non_irony,0.754861176,
"There are days here where I worry that everyone will suddenly hate me, or at least become intensely indifferent. It's my depression putting its own spin on imposter syndrome and I know that.

Am I always perfect? No, sometimes I misstep. Sometimes I'm obnoxious.

But I still try.",days worry everyone suddenly hate least become intensely indifferent depression putting spin imposter syndrome know always perfect sometimes misstep sometimes obnoxious still try,negative,0.682630241,sadness,0.92436254,non_irony,0.705845833,
"I fucking hate working nights. I'm always tired, and bored, and always always always get depressed every fucking night and there's never anyone to talk to to get out of my depression. My parents are like ""you used to like this job"" nah I used to like the paycheck, then--",fucking hate working nights always tired bored always always always get depressed every fucking night never anyone talk get depression parents like used like job nah used like paycheck,negative,0.982685566,anger,0.569803476,non_irony,0.750905812,
"Insomnia, depression, bipolar roller coaster, never ending thoughts about my failed books. 3:46 am...i hate you..i hate me. #WritingCommunity #depressed",insomnia depression bipolar roller coaster never ending thoughts failed books hate hate #writingcommunity #depressed,negative,0.958381057,sadness,0.978675961,non_irony,0.794567227,
"Depression makes even my ""good"" hobbies and tasks problematic, I hate it 🙃 Let me exercise and clean like a normal person thanks",depression makes even good hobbies tasks problematic hate let exercise clean like normal person thanks,negative,0.767742097,sadness,0.929036558,irony,0.783608675,
All the tension in my neck and stomach will hopefully go soon. I hope that when I start going to therapy it will help. I don’t want to feel this way anymore. I hate having anxiety and depression. #HealthUpdate,tension neck stomach hopefully soon hope start going therapy help dont want feel way anymore hate anxiety depression #healthupdate,negative,0.475603551,sadness,0.975939691,non_irony,0.883785725,
"like, the fact that depression is messing with my ability to work and be around people and basically be a normal fucking human being is honestly pissing me off. i can’t stand this anymore i fucking hate myself lmao good morning",like fact depression messing ability work around people basically normal fucking human honestly pissing cant stand anymore fucking hate lmao good morning,negative,0.977541208,anger,0.97203362,irony,0.559359908,
Trying really fucking hard to keep going. I hate the holidays. Seasonal depression is kicking my ass.,trying really fucking hard keep going hate holidays seasonal depression kicking ass,negative,0.972346306,sadness,0.824163496,irony,0.550725341,
"@creates_sparkle @kfc The post holiday crash. I hate the holidays. It's such a build up, always a let down, then a crash and boom. I rarely get manic, but holidays do it and my depression is horrible in winter. When I crash, it's total destruction. Just survival day to day.",post holiday crash hate holidays build always let crash boom rarely get manic holidays depression horrible winter crash total destruction survival day day,negative,0.8758232,sadness,0.838652074,irony,0.563240945,
and god. i fucking hate her all because i'm jealous. i can't fucking stand her because my mom favors her. she doesn't have depression. she doesn't struggle to look at food. she doesn't hate the fact she was born wrong. she doesn't fail her classes. she's the fucking favorite.,god fucking hate jealous fucking stand mom favors depression struggle look food hate fact born wrong fail classes fucking favorite,negative,0.980734229,anger,0.915963888,non_irony,0.630160034,
My depression hits more when I’m by myself.... I hate it. I miss my son. 😭,depression hits hate miss son,negative,0.955895543,sadness,0.981875718,non_irony,0.751822174,
"I hide my tiredness, depression,anger for the sake of my family and friends and my boyfriend..if it wasn't for all the people that helped before who knows what will happen... I want to thank you all ..I ..hate asking for stuff like this but my pride and soul is broke as it is..",hide tiredness depression anger sake family friends boyfriend people helped knows happen want thank hate asking stuff like pride soul broke,negative,0.549294829,sadness,0.936823249,non_irony,0.859739423,
I hate that the earth is dying and heating up but I appreciate not having my usual “cold wether winter” depression,hate earth dying heating appreciate usual cold wether winter depression,negative,0.84431684,sadness,0.923229337,irony,0.732347906,
Hate to admit this but I’ve been dealing with some major depression lately. 2019 was such a roller coaster year and I’m drained mentally &amp; physically. I never vent on social media but I don’t know where else I can write down my thoughts. Have even contemplated hanging it all up,hate admit ive dealing major depression lately roller coaster year drained mentally amp physically never vent social media dont know else write thoughts even contemplated hanging,negative,0.954671562,sadness,0.981997013,non_irony,0.955963552,
"My sleep schedule is so fucked up for the last month and i hate this. I'm awake the whole night until 6am and sleep until like 3pm, with only 1-2 h daylight left, and no one is awake and i'm lonely and my depression starts to kick in again and FUCK I HATE THIS!",sleep schedule fucked last month hate awake whole night sleep like daylight left one awake lonely depression starts kick fuck hate,negative,0.980111301,sadness,0.722135723,non_irony,0.819426417,
I hate when my depression affects people around me.,hate depression affects people around,negative,0.903820455,sadness,0.968892694,non_irony,0.577789307,
"I hate you so much, Twitter. You are adding to my insanity and depression. You cause so much anxiety and negativity in my life. But I have basically no social life so I need you. It's disgusting and sad.",hate much twitter adding insanity depression cause much anxiety negativity life basically social life need disgusting sad,negative,0.973459482,sadness,0.927429855,non_irony,0.535852253,
I’m just going to say it sometimes I just hate it life I’m in a huge depression right now and I feel like my mind isn’t listening to me but is doing everything in it’s power to say fuck me.,going say sometimes hate life huge depression right feel like mind isnt listening everything power say fuck,negative,0.963486433,sadness,0.968082428,non_irony,0.788886786,
"this song is probably my depression anthem 
""when you cut a hole into my skull/do you hate what you see/like i do""
music.apple.com/us/album/souve…",song probably depression anthem cut hole skull hate see like,negative,0.935193956,sadness,0.940447927,non_irony,0.663675427,
I really hate that i got depression and anxiety that shit literally take over my whole body 😴,really hate got depression anxiety shit literally take whole body,negative,0.978556216,sadness,0.90789783,non_irony,0.629066527,
"I hate everything I write and I’m in a very dark place about my work right now - dealing with stress, depression and imposter syndrome. 

Thanks for reading. 🤧🤧",hate everything write dark place work right dealing stress depression imposter syndrome thanks reading,negative,0.683154881,sadness,0.965600491,irony,0.689253509,
I hate that my anxiety and depression can change my mood so fast. I’m sure it’s confusing and annoying and def unfair for my loved ones. I really try not to take things out on them when I know it’s me but it’s so hard to keep under control sometimes.,hate anxiety depression change mood fast sure confusing annoying def unfair loved ones really try take things know hard keep control sometimes,negative,0.947731316,sadness,0.928468764,non_irony,0.83014977,
-Anxiety and I hate getting drunk and being around drunk people.. I hate taking about my mental health with my dad.. Infact he doesn’t know about my depression and anxieties so trying to explain to him that it’s not easy is really hard. And I want to meet someone-,anxiety hate getting drunk around drunk people hate taking mental health dad infact doesnt know depression anxieties trying explain easy really hard want meet someone,negative,0.94578445,sadness,0.923479617,non_irony,0.559478462,
I suck at dating because I go into these depression episodes where I don’t want to leave my bed yet alone my house and everyone gets mad at me. I hate myself.,suck dating depression episodes dont want leave bed yet alone house everyone gets mad hate,negative,0.979239583,sadness,0.558214188,non_irony,0.871564329,
"Nah, I’m f*cking depressed rn. 
- LFC might go unbeaten
- Hazard is injured
- Chelsea is just shit
- Arnold twerking for Mbappé 
- Just want hazard back to reduce                      my depression 😞
- I actually hate Stamford Bridge 
-Fml",nah cking depressed lfc might unbeaten hazard injured chelsea shit arnold twerking mbapp want hazard back reduce depression actually hate stamford bridge fml,negative,0.924940765,sadness,0.860252678,non_irony,0.720577359,
Nah to this day chonbike shippers continue to harass my girl and mocked her depression I still hate the whole lot idc twitter.com/avecBBH/status…,nah day chonbike shippers continue harass girl mocked depression still hate whole lot idc,negative,0.949130774,anger,0.930143178,irony,0.531209588,
"I hate when someone who hasn’t seen me in a long time finally see’s me. The first thing out their mouth is damn you done got bigger...BITCH IK I SEE MYSELF EVERY MORNING IN THE MIRROR‼️ My secret is depression, anxiety &amp; eating really good🙄",hate someone hasnt seen long time finally sees first thing mouth damn done got bigger bitch see every morning mirror secret depression anxiety amp eating really good,negative,0.450041622,sadness,0.874594152,non_irony,0.580369413,
@SkellaBorealis I know what its like to suffer with depression. I wish I could take it away from you. Even if it was to add on to my own. I hate to see others go through what I go through every day.. I hope you feel better,know like suffer depression wish could take away even add hate see others every day hope feel better,neutral,0.448197931,sadness,0.96920687,non_irony,0.865123451,
@Disablebenefits I hate to think about depression and the feeling of hopelessness that might lead someone like my daughter to suicide.,hate think depression feeling hopelessness might lead someone like daughter suicide,negative,0.952455163,sadness,0.978854477,non_irony,0.765591621,
@judasmother depression and the only way i can take my mind off how much i hate myself for just 5 seconds is by changing my appearance even a the slightest bit,depression way take mind much hate seconds changing appearance even slightest bit,negative,0.87461251,sadness,0.95825702,non_irony,0.754376769,
My chemical levels are so off today....my depression is real today...i hate being lonely. 🤦‍♀️,chemical levels today depression real today hate lonely,negative,0.924477756,sadness,0.979677916,non_irony,0.613744378,
"so interesting that y'all are doing that ""for every like i'll leak tweets from my priv twitter"" thing. mine are all severe depression and video game related tweets. i hate you funny bitches.",interesting every like leak tweets priv twitter thing mine severe depression video game related tweets hate funny bitches,negative,0.901869178,anger,0.853105426,irony,0.849334061,
don’t know if my friends secretly hate me or if seasonal depression is setting in?,dont know friends secretly hate seasonal depression setting,negative,0.824083567,sadness,0.968908846,irony,0.574331284,
Like I hate people who don't really mean it saying on feel better. If I could physically spending time with my friends who are down I would doing that but I know not a single person I know IRL here would even bother or worse some of them would trivialize my depression so,like hate people really mean saying feel better could physically spending time friends would know single person know irl would even bother worse would trivialize depression,negative,0.916075051,sadness,0.634825528,non_irony,0.801021397,
"I always get that post christmas depression and I hate it. Oct-Dec are my favorite months bc of the holidays, the decorations, the spirit of the holidays, the music. Now its over and its back to normal.",always get post christmas depression hate oct dec favorite months holidays decorations spirit holidays music back normal,negative,0.791689157,sadness,0.96820271,non_irony,0.548378289,
"my mom has this tiny fake xmas tree that i fkn despise and every year i tell her how much i hate it. so i was going on my usual rant and said the tree looks like it has depression, and she said “so it’s perfect for this household” ..that shut me up, lmao y she do me like that😭",mom tiny fake xmas tree fkn despise every year tell much hate going usual rant said tree looks like depression said perfect household shut lmao like,negative,0.924195707,anger,0.479129821,non_irony,0.605305791,
i hate being so addicted to my phone i blame @ depression,hate addicted phone blame depression,negative,0.953482151,sadness,0.949262083,non_irony,0.53756839,
"me: hey my depression is flushing out a bit and i’m feeling slightly better

also me: oh hey yeah some people hate me i guess i’m depressed again 🤷‍♀️",hey depression flushing bit feeling slightly better also hey yeah people hate guess depressed,neutral,0.395465732,sadness,0.927473426,irony,0.966938436,
"hate having bad depression days cause I just spend my money on everything I see, like I’ve just bought two @FunhausTeam stockings and a glass because 🤷🏻‍♀️",hate bad depression days cause spend money everything see like ive bought two stockings glass,negative,0.804920852,sadness,0.965735435,irony,0.835761249,
I don't know which trauma caused me to hate Christmas so much. But no matter how hard I try to enjoy it I still fall into this insane deep depression. Trying so hard to shake it off but it's like carrying a truck around on my shoulders,know trauma caused hate christmas much matter hard try enjoy still fall insane deep depression trying hard shake like carrying truck around shoulders,negative,0.873133242,sadness,0.978233159,non_irony,0.904146791,
"I hate this depression shit , and i refuse to get medicine to control my emotions , i just to feel better . Iont think ppl understand how much of a battle it is for me",hate depression shit refuse get medicine control emotions feel better iont think ppl understand much battle,negative,0.941884279,sadness,0.941369951,non_irony,0.748838782,
"i hate that lately my depression hardly kicks in. I know thats a good thing, but then I see everyone around me struggling all the time and then I cant help so I just sit here and feel like I'm some freak. The world sucks, theres no hope, why tf am I still happy?",hate lately depression hardly kicks know thats good thing see everyone around struggling time cant help sit feel like freak world sucks theres hope still happy,negative,0.471727252,sadness,0.978980243,non_irony,0.693883955,
Twilight is my “feel good” movie lol lots of people hate it but for some reason when I watch it my depression tones down. The books are better though haha,twilight feel good movie lol lots people hate reason watch depression tones books better though haha,positive,0.680332541,joy,0.705279887,irony,0.624101222,
"@bisexualwwx uGghHGhGHgh 12TH
hate her
 
but my biggest belief is that if i can pass 12th science with clinical depression, anyone can",ugghhghghgh hate biggest belief pass science clinical depression anyone,negative,0.964027762,anger,0.725572944,irony,0.537175238,
Really fucking beats my ass. Like 2019 was rough but December... oh boy it's got me in the corner pulling no punches. I hate that I know I'll have these waves of emotions that's so heavy it feels like getting anxiety in quick sand. Mega bursts of depression out of thin(continue),really fucking beats ass like rough december boy got corner pulling punches hate know waves emotions heavy feels like getting anxiety quick sand mega bursts depression thin continue,negative,0.972399175,sadness,0.504555821,non_irony,0.893281817,
I hate myself so much my depression is anxiety is so bad and not smoking is making it worse I’m really bipolar like my mama 🤧😭😳,hate much depression anxiety bad smoking making worse really bipolar like mama,negative,0.958844602,sadness,0.973506808,non_irony,0.741102695,
i specifically asked santa for a job i don’t hate and to cure my depression,specifically asked santa job dont hate cure depression,neutral,0.595018446,sadness,0.963370919,irony,0.684092999,
"It’s weird to talk about my feelings in English for my mother tongue is mandarin 
Hah.... I think maybe I should watch some animation to relieve my depression:   (.    
But I have to prepare for my NOWHERE entrance exam next WEEK (I really hate myself)",weird talk feelings english mother tongue mandarin hah think maybe watch animation relieve depression prepare nowhere entrance exam next week really hate,negative,0.600132585,sadness,0.960538924,irony,0.63791579,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
"I hate the fact that my depression just keeps getting worse.

And apparently I'm keeping myself there when it's the people around me who makes it worse.",hate fact depression keeps getting worse apparently keeping people around makes worse,negative,0.975574732,sadness,0.96517998,irony,0.926785171,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
"Just cause I look strong and dont give a fuck attitude doesn't mean I dont feel pain. I hide my pain for others cause I hate when others worry cause I suffer from depression and been programmed that showing pain is a sign of weakness. please use self care

healthyfoodhouse.com/check-up-on-yo…",cause look strong dont give fuck attitude mean dont feel pain hide pain others cause hate others worry cause suffer depression programmed showing pain sign weakness please use self care,negative,0.776441395,sadness,0.919122338,non_irony,0.743440092,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

i hope 2020 is gonna “my” year.",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
"I can't believe today happened and it's not a horrible nightmare.I fucking hate myself right now. I'm done allowing this paranoia, anxiety, depression rule me. It's time I seek help and change for the better, for myself and my boys. This person I've become is not who i want to be https://t.co/7qa34FAGJt",believe today happened horrible nightmare fucking hate right done allowing paranoia anxiety depression rule time seek help change better boys person become want,negative,0.96389538,sadness,0.573884189,non_irony,0.8321684,
Fuck I hate depression it takes away my libido 👿👿👿👿👿. But today I image pop up in my head of me serving meat and getting shower in nut literally. So I guess the light at the end of the tunnel is near my Mandem https://t.co/xpw8V0wOf3,fuck hate depression takes away libido today image pop head serving meat getting shower nut literally guess light end tunnel near mandem,negative,0.973824859,sadness,0.860474825,irony,0.713754535,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year.",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
Hate depression... Kills my holiday moods.. Just drinkin alone in my room... Yay..,hate depression kills holiday moods drinkin alone room yay,negative,0.914022148,sadness,0.977501333,irony,0.934626341,
"no pimples 2020
no sadness 2020
no fake love 2020
no hate 2020
no depression 2020
no anxiety 2020
no heartbreaks 2020
hydrated 2020
full of love 2020
high grades 2020
blessed 2020
self love 2020
healthy lifestyle 2020
safe 2020
God’s love forever

I hope 2020 is gonna “my” year. twitter.com/RealMonaim/sta…",pimples sadness fake love hate depression anxiety heartbreaks hydrated full love high grades blessed self love healthy lifestyle safe gods love forever hope gonna year,positive,0.813533306,sadness,0.888550282,non_irony,0.758641481,
I hate how immune I'm becoming to caffeine or is it just my depression?idk I'm 2 monsters in and I feel tired for some reason. Like bitch wtf.,hate immune becoming caffeine depression idk monsters feel tired reason like bitch wtf,negative,0.974411249,sadness,0.684037447,non_irony,0.766789377,
I hate that I can’t hide my depression anymore :(,hate cant hide depression anymore,negative,0.947440088,sadness,0.979295611,non_irony,0.61814636,
